Scholarship holder;Debtor;Curricular units 2nd sem (grade);Curricular units 2nd sem (approved);Gender;Curricular units 1st sem (grade);Tuition fees up to date;Curricular units 1st sem (approved);Application mode;Age at enrollment;Displaced;Marital status;Curricular units 2nd sem (without evaluations);Previous qualification;Curricular units 1st sem (without evaluations);Application order;Curricular units 2nd sem (enrolled);Admission grade;Target
0.0;0.0;0.7430769230769231;0.25;0.0;0.6887417218543046;0.0;0.15384615384615385;0.2857142857142857;0.05660377358490565;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.2778947368421052;0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6785714285714285;0.22641509433962265;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.21739130434782608;0.15473684210526306;0
0.0;0.0;0.7107692307692307;0.25;0.0;0.6181015452538631;1.0;0.23076923076923078;0.2857142857142857;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.2608695652173913;0.3431578947368421;1
1.0;0.0;0.7415384615384615;0.35000000000000003;0.0;0.7161147902869757;1.0;0.23076923076923078;0.2857142857142857;0.09433962264150941;1.0;0.0;0.0;0.0;0.0;1.0;0.34782608695652173;0.39368421052631586;1
1.0;0.0;0.7153846153846154;0.30000000000000004;0.0;0.609271523178808;1.0;0.23076923076923078;0.7678571428571428;0.07547169811320753;0.0;0.0;0.0;0.9047619047619047;0.0;0.16666666666666666;0.2608695652173913;0.4042105263157896;1
1.0;0.0;0.691025641025641;0.30000000000000004;0.0;0.6534216335540839;1.0;0.19230769230769232;0.0;0.037735849056603765;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.32736842105263153;1
1.0;0.0;0.7628205128205128;0.30000000000000004;0.0;0.7240618101545253;1.0;0.23076923076923078;0.6785714285714285;0.13207547169811323;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.1947368421052631;1
0.0;0.0;0.8507692307692307;0.25;0.0;0.7795648060548722;1.0;0.19230769230769232;0.0;0.037735849056603765;0.0;0.0;0.0;0.0;0.0;0.5;0.21739130434782608;0.6768421052631579;1
0.0;0.0;0.5923076923076923;0.25;0.0;0.5615894039735099;1.0;0.19230769230769232;0.6785714285714285;0.18867924528301888;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.21739130434782608;0.26315789473684204;0
0.0;0.0;0.7320384615384615;0.4;0.0;0.6910963944076527;1.0;0.2692307692307693;0.0;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.34782608695652173;0.35894736842105246;1
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.10714285714285715;0.4150943396226415;0.0;0.2;0.0;0.047619047619047616;0.0;0.16666666666666666;0.2608695652173913;0.368421052631579;0
0.0;0.0;0.6946153846153846;0.5;0.0;0.6887417218543046;1.0;0.19230769230769232;0.6785714285714285;0.18867924528301888;1.0;0.0;0.0;0.9285714285714285;0.0;0.16666666666666666;0.4782608695652174;0.6347368421052633;0
0.0;0.0;0.8041923076923077;0.4;0.0;0.7912582781456954;1.0;0.3076923076923077;0.2857142857142857;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.34782608695652173;0.4715789473684211;1
0.0;0.0;0.658076923076923;0.35000000000000003;0.0;0.6958057395143488;1.0;0.23076923076923078;0.0;0.018867924528301883;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.34782608695652173;0.20947368421052626;1
1.0;0.0;0.6461538461538461;0.30000000000000004;0.0;0.6357615894039735;1.0;0.23076923076923078;0.7678571428571428;0.07547169811320753;0.0;0.0;0.0;0.9047619047619047;0.0;0.16666666666666666;0.2608695652173913;0.388421052631579;1
0.0;0.0;0.5923076923076923;0.25;1.0;0.6304635761589404;1.0;0.19230769230769232;0.7321428571428571;0.22641509433962265;1.0;0.6000000000000001;0.0;0.4285714285714285;0.0;0.16666666666666666;0.34782608695652173;0.3263157894736841;0
1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.5;0.0;0.34947368421052616;1
0.0;0.0;0.6692307692307692;0.30000000000000004;1.0;0.6660359508041627;1.0;0.23076923076923078;0.7678571428571428;0.1132075471698113;1.0;0.0;0.0;0.9047619047619047;0.0;0.16666666666666666;0.2608695652173913;0.368421052631579;1
0.0;1.0;0.5788461538461538;0.2;1.0;0.5933774834437086;1.0;0.19230769230769232;0.0;0.037735849056603765;0.0;0.0;0.25;0.0;0.0;0.5;0.21739130434782608;0.26421052631578945;0
0.0;0.0;0.7403846153846153;0.4;1.0;0.6344370860927152;1.0;0.2692307692307693;0.2857142857142857;0.13207547169811323;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.34782608695652173;0.3768421052631581;1
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.42947368421052645;0
0.0;0.0;0.6461538461538461;0.05;1.0;0.6181015452538631;1.0;0.11538461538461539;0.2857142857142857;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.2608695652173913;0.1757894736842105;0
0.0;0.0;0.6641025641025641;0.15000000000000002;1.0;0.6534216335540839;1.0;0.23076923076923078;0.0;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.2608695652173913;0.3989473684210527;1
0.0;1.0;0.5846153846153846;0.15000000000000002;1.0;0.5474613686534217;1.0;0.11538461538461539;0.2857142857142857;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.5;0.21739130434782608;0.21578947368421053;0
1.0;0.0;0.5923076923076923;0.05;1.0;0.5562913907284768;1.0;0.15384615384615385;0.30357142857142855;0.07547169811320753;1.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.2608695652173913;0.11578947368421044;0
1.0;1.0;0.717948717948718;0.30000000000000004;1.0;0.7240618101545253;1.0;0.23076923076923078;0.2857142857142857;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.2608695652173913;0.26631578947368406;1
1.0;0.0;0.8106837606837606;0.4;1.0;0.7863765373699148;1.0;0.2692307692307693;0.2857142857142857;0.09433962264150941;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.34782608695652173;0.3768421052631581;1
0.0;0.0;0.6282051282051281;0.30000000000000004;1.0;0.6357615894039735;1.0;0.23076923076923078;0.6785714285714285;0.3018867924528302;0.0;0.2;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.2315789473684211;1
0.0;0.0;0.6569230769230768;0.25;1.0;0.6463576158940397;1.0;0.19230769230769232;0.0;0.05660377358490565;1.0;0.0;0.0;0.0;0.0;1.0;0.2608695652173913;0.15999999999999992;0
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.6785714285714285;0.33962264150943394;1.0;0.0;0.0;0.023809523809523808;0.08333333333333333;0.16666666666666666;0.21739130434782608;0.6389473684210525;0
0.0;1.0;0.7161538461538461;0.5;1.0;0.6445916114790287;1.0;0.23076923076923078;0.6785714285714285;0.13207547169811323;0.0;0.0;0.0;0.07142857142857142;0.0;0.16666666666666666;0.5217391304347826;0.8989473684210527;0
0.0;0.0;0.5923076923076923;0.25;0.0;0.5827814569536424;1.0;0.23076923076923078;0.6785714285714285;0.3018867924528302;1.0;0.2;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.1578947368421053;1
1.0;0.0;0.7043076923076923;0.35000000000000003;0.0;0.6929801324503311;1.0;0.2692307692307693;0.7321428571428571;0.09433962264150941;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.34782608695652173;0.6947368421052631;1
1.0;0.0;0.6246153846153846;0.25;0.0;0.5562913907284768;1.0;0.15384615384615385;0.6785714285714285;0.15094339622641512;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.21739130434782608;0.05263157894736836;1
0.0;0.0;0.603076923076923;0.25;1.0;0.565121412803532;1.0;0.23076923076923078;0.2857142857142857;0.05660377358490565;1.0;0.0;0.0;0.0;0.08333333333333333;0.16666666666666666;0.2608695652173913;0.23789473684210516;1
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.6785714285714285;0.13207547169811323;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.30434782608695654;0.06105263157894725;0
0.0;0.0;0.7269230769230769;0.30000000000000004;0.0;0.7417218543046358;0.0;0.23076923076923078;0.2857142857142857;0.07547169811320753;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.2608695652173913;0.10526315789473673;1
0.0;0.0;0.0;0.0;0.0;0.6357615894039735;1.0;0.07692307692307693;0.25;0.169811320754717;0.0;0.0;0.0;0.0;0.08333333333333333;0.16666666666666666;0.2608695652173913;0.05263157894736836;0
0.0;0.0;0.0;0.0;0.0;0.6710816777041942;1.0;0.11538461538461539;0.6785714285714285;0.4150943396226415;0.0;0.2;0.08333333333333333;0.21428571428571427;0.0;0.16666666666666666;0.2608695652173913;0.21578947368421053;0
0.0;0.0;0.6641025641025641;0.30000000000000004;0.0;0.6291390728476821;1.0;0.3076923076923077;0.6785714285714285;0.5094339622641508;0.0;0.2;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.19999999999999996;1
0.0;0.0;0.717948717948718;0.30000000000000004;0.0;0.7240618101545253;1.0;0.23076923076923078;0.0;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.8333333333333333;0.2608695652173913;0.3147368421052632;1
1.0;0.0;0.7795726495726496;0.4;0.0;0.7284768211920529;1.0;0.2692307692307693;0.0;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.8333333333333333;0.34782608695652173;0.26631578947368406;1
0.0;1.0;0.0;0.0;0.0;0.6336423841059603;0.0;0.15384615384615385;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.30434782608695654;0.17368421052631566;0
0.0;0.0;0.7215384615384615;0.25;0.0;0.6821192052980133;1.0;0.3076923076923077;0.9285714285714285;0.07547169811320753;0.0;0.0;0.0;0.9761904761904762;0.0;0.16666666666666666;0.3913043478260869;0.35578947368421066;0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.05660377358490565;1.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.1578947368421053;1
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6785714285714285;0.3584905660377358;1.0;0.2;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.1947368421052631;0
0.0;0.0;0.7662721893491123;0.65;0.0;0.7751829905890554;1.0;0.6923076923076923;0.6785714285714285;0.490566037735849;0.0;0.6000000000000001;0.08333333333333333;0.26190476190476186;0.0;0.16666666666666666;0.5652173913043478;0.6842105263157894;1
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.30357142857142855;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.23578947368421055;0
0.0;1.0;0.6608391608391607;0.55;0.0;0.6887417218543046;1.0;0.38461538461538464;0.8928571428571428;0.05660377358490565;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.4782608695652174;0.2863157894736843;1
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.2608695652173913;0.24421052631578943;0
0.0;0.0;0.7134615384615384;0.2;0.0;0.752317880794702;1.0;0.15384615384615385;0.0;0.05660377358490565;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.12315789473684213;0
0.0;0.0;0.6623076923076923;0.25;0.0;0.7028697571743929;1.0;0.23076923076923078;0.0;0.05660377358490565;1.0;0.0;0.0;0.0;0.0;0.8333333333333333;0.30434782608695654;0.1389473684210527;0
0.0;0.0;0.8076923076923076;0.30000000000000004;0.0;0.7341532639545885;1.0;0.23076923076923078;0.0;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.43263157894736826;1
0.0;0.0;0.6892307692307692;0.25;0.0;0.7099337748344371;1.0;0.19230769230769232;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.21739130434782608;0.4715789473684211;1
0.0;0.0;0.6769230769230768;0.30000000000000004;0.0;0.6710816777041942;1.0;0.23076923076923078;0.0;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.5;0.2608695652173913;0.6526315789473685;1
0.0;0.0;0.6739743589743589;0.30000000000000004;0.0;0.6631346578366445;1.0;0.23076923076923078;0.2857142857142857;0.018867924528301883;1.0;0.0;0.08333333333333333;0.0;0.08333333333333333;0.3333333333333333;0.30434782608695654;0.3789473684210527;0
0.0;0.0;0.6138461538461538;0.25;0.0;0.6963103122043519;1.0;0.19230769230769232;0.0;0.018867924528301883;0.0;0.0;0.0;0.0;0.16666666666666666;0.3333333333333333;0.21739130434782608;0.4421052631578948;1
0.0;0.0;0.7538461538461538;0.25;0.0;0.6675496688741722;1.0;0.19230769230769232;0.0;0.018867924528301883;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.21739130434782608;0.28210526315789464;1
0.0;0.0;0.5923076923076923;0.1;0.0;0.5827814569536424;1.0;0.11538461538461539;0.2857142857142857;0.07547169811320753;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.3789473684210527;0
0.0;0.0;0.6057692307692307;0.2;0.0;0.5721854304635762;1.0;0.19230769230769232;0.0;0.037735849056603765;1.0;0.0;0.16666666666666666;0.0;0.0;0.3333333333333333;0.21739130434782608;0.24842105263157888;1
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.037735849056603765;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.2873684210526315;0
1.0;0.0;0.7646153846153845;0.25;0.0;0.6781456953642384;1.0;0.19230769230769232;0.0;0.037735849056603765;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.21739130434782608;0.34631578947368413;1
0.0;0.0;0.6569230769230768;0.30000000000000004;0.0;0.7505518763796909;1.0;0.23076923076923078;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.2768421052631578;1
0.0;0.0;0.0;0.0;0.0;0.6410596026490066;1.0;0.19230769230769232;0.2857142857142857;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;1.0;0.30434782608695654;0.2326315789473683;0
0.0;0.0;0.7418803418803419;0.25;0.0;0.7505518763796909;1.0;0.23076923076923078;0.7678571428571428;0.05660377358490565;1.0;0.0;0.0;0.9047619047619047;0.0;0.16666666666666666;0.2608695652173913;0.6842105263157894;1
0.0;0.0;0.7358974358974358;0.30000000000000004;0.0;0.6887417218543046;1.0;0.23076923076923078;0.2857142857142857;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.5;0.2608695652173913;0.2905263157894735;1
0.0;0.0;0.8082905982905983;0.4;0.0;0.7134910122989592;1.0;0.2692307692307693;0.2857142857142857;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;1.0;0.34782608695652173;0.34736842105263155;1
1.0;0.0;0.74;0.35000000000000003;0.0;0.7013245033112583;1.0;0.2692307692307693;0.0;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.5;0.34782608695652173;0.3147368421052632;0
0.0;0.0;0.7;0.30000000000000004;0.0;0.6534216335540839;1.0;0.23076923076923078;0.2857142857142857;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.2608695652173913;0.30210526315789465;1
0.0;0.0;0.7861538461538461;0.25;0.0;0.656953642384106;1.0;0.19230769230769232;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.21739130434782608;0.26421052631578945;1
0.0;0.0;0.0;0.0;0.0;0.7417218543046358;1.0;0.19230769230769232;0.2857142857142857;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;1.0;0.30434782608695654;0.38631578947368417;0
0.0;0.0;0.6307692307692306;0.35000000000000003;0.0;0.6181015452538631;1.0;0.34615384615384615;0.7499999999999999;0.05660377358490565;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.30434782608695654;0.4021052631578945;1
1.0;1.0;0.673076923076923;0.2;0.0;0.6357615894039735;0.0;0.19230769230769232;0.0;0.037735849056603765;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.15052631578947362;0
0.0;0.0;0.6192307692307691;0.2;0.0;0.6463576158940397;1.0;0.15384615384615385;0.2857142857142857;0.05660377358490565;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.21739130434782608;0.18947368421052624;1
1.0;1.0;0.7987179487179487;0.30000000000000004;0.0;0.7858719646799117;1.0;0.23076923076923078;0.0;0.018867924528301883;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.6621052631578948;1
0.0;0.0;0.9470192307692307;0.4;0.0;0.9072847682119205;1.0;0.2692307692307693;0.30357142857142855;0.018867924528301883;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.34782608695652173;0.8389473684210524;1
0.0;0.0;0.682051282051282;0.30000000000000004;0.0;0.6710816777041942;1.0;0.23076923076923078;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.8333333333333333;0.30434782608695654;0.35578947368421066;1
1.0;0.0;0.6461538461538461;0.25;0.0;0.6710816777041942;1.0;0.23076923076923078;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;1.0;0.2608695652173913;0.1589473684210525;1
1.0;0.0;0.6192307692307691;0.30000000000000004;0.0;0.6004415011037528;1.0;0.23076923076923078;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.5;0.2608695652173913;0.27368421052631575;1
1.0;0.0;0.6639903846153846;0.4;0.0;0.720794701986755;1.0;0.2692307692307693;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.5;0.34782608695652173;0.38631578947368417;1
1.0;0.0;0.5815384615384616;0.25;0.0;0.6357615894039735;1.0;0.19230769230769232;0.2857142857142857;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.8333333333333333;0.2608695652173913;0.25368421052631573;1
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.037735849056603765;1.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.21739130434782608;0.31263157894736837;0
0.0;0.0;0.6282051282051281;0.15000000000000002;0.0;0.5933774834437086;1.0;0.19230769230769232;0.2857142857142857;0.05660377358490565;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.23368421052631572;0
0.0;0.0;0.7628205128205128;0.25;0.0;0.7086092715231788;1.0;0.19230769230769232;0.0;0.018867924528301883;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.21739130434782608;0.35578947368421066;1
1.0;0.0;0.7634615384615384;0.35000000000000003;0.0;0.7344812362030907;1.0;0.23076923076923078;0.0;0.05660377358490565;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.34782608695652173;0.38421052631578934;1
0.0;0.0;0.7215384615384615;0.25;0.0;0.656953642384106;1.0;0.19230769230769232;0.0;0.037735849056603765;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.21739130434782608;0.29894736842105263;1
0.0;0.0;0.6353846153846153;0.25;0.0;0.7064017660044151;1.0;0.23076923076923078;0.0;0.018867924528301883;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.3978947368421053;1
0.0;0.0;0.5384615384615384;0.15000000000000002;0.0;0.6710816777041942;1.0;0.11538461538461539;0.7499999999999999;0.07547169811320753;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2608695652173913;0.14421052631578957;0
